City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,karratha,-20.7377,116.8463,15.99,45,1,7.54,AU,1689460350
362,alvaraes,-3.2208,-64.8042,28.93,91,65,1.61,BR,1689460351
363,zheleznogorsk,52.331,35.3711,12.59,89,32,3.22,RU,1689460351
364,guadalupe y calvo,26.1,-106.9667,20.95,61,90,2.7,MX,1689460351
365,kapuskasing,49.4169,-82.4331,25.05,60,100,3.09,CA,1689459998
366,luderitz,-26.6481,15.1594,15.68,54,0,6.09,NA,1689460352
367,porangatu,-13.4408,-49.1486,26.76,29,38,0.7,BR,1689460352
368,moyynkum,44.2914,72.9469,23.95,24,0,3.57,KZ,1689460352
369,aldinga beach,-35.2793,138.4604,9.81,77,4,0.97,AU,1689460352
370,tenno,39.9,139.9667,24.56,96,100,4.97,JP,1689460353
371,pisco,-13.7,-76.2167,21.03,68,20,6.69,PE,1689460353
372,kiffa,16.6166,-11.4045,36.31,35,75,3.87,MR,1689459858
373,savastepe,39.3832,27.6561,22.81,67,0,2.71,TR,1689460353
374,eyl,7.9803,49.8164,25.25,74,1,11.38,SO,1689460070
375,nogliki,51.8333,143.1667,13.06,78,99,3.0,RU,1689460081
376,quang ngai,15.1167,108.8,25.06,88,100,2.27,VN,1689460354
377,acireale,37.6125,15.1663,28.14,55,0,2.57,IT,1689460354
378,vilyuchinsk,52.9306,158.4028,15.15,88,100,1.11,RU,1689460085
379,tamanrasset,22.785,5.5228,29.95,11,0,3.09,DZ,1689460354
380,griffith,41.5284,-87.4237,29.94,67,0,4.12,US,1689460355
381,christchurch,-43.5333,172.6333,12.96,79,100,0.51,NZ,1689459641
382,ust'-barguzin,53.45,108.9833,12.87,80,6,0.76,RU,1689460355
383,rongelap,11.1635,166.8941,28.17,77,29,6.58,MH,1689460123
384,east ballina,-28.8667,153.5833,14.33,70,0,3.07,AU,1689460073
385,novoishimskiy,53.1981,66.7694,13.63,95,70,3.07,KZ,1689460357
386,villa huidobro,-34.8383,-64.5869,7.93,39,39,2.18,AR,1689460357
387,alaghsas,17.0187,8.0168,33.92,26,96,3.35,NE,1689460357
388,merizo village,13.2658,144.6691,29.99,88,67,7.11,GU,1689460357
389,laguna,38.421,-121.4238,42.81,25,0,1.79,US,1689459878
390,hilo,19.7297,-155.09,28.49,87,100,2.06,US,1689460358
391,kill devil hills,36.0307,-75.676,29.0,85,0,8.23,US,1689459860
392,lethem,3.3803,-59.7968,26.22,79,74,3.01,GY,1689460358
393,mitu,1.1983,-70.1733,23.41,98,50,0.29,CO,1689460359
394,beolgyo,34.8449,127.3429,24.86,94,94,1.53,KR,1689460359
395,pariaman,-0.619,100.12,25.08,81,100,1.29,ID,1689460359
396,punta arenas,-53.15,-70.9167,0.06,80,20,9.77,CL,1689459611
397,cidade velha,14.9167,-23.6167,27.26,83,20,2.57,CV,1689460359
398,sarishabari,24.7333,89.8333,26.4,88,100,7.23,BD,1689460360
399,rampur,28.8167,79.0333,26.74,87,45,2.38,IN,1689460360
400,port douglas,-16.4833,145.4667,23.26,76,37,5.4,AU,1689460360
401,puerto madryn,-42.7692,-65.0385,6.15,62,3,5.29,AR,1689460337
402,terme,41.2092,36.9739,22.96,91,3,2.67,TR,1689460361
403,krasnapollye,53.3337,31.4014,13.62,76,20,2.71,BY,1689460361
404,ponta delgada,37.7333,-25.6667,20.4,73,20,1.54,PT,1689460090
405,amarillo,35.222,-101.8313,31.23,52,75,2.57,US,1689460059
406,tirumullaivasal,11.2333,79.8333,28.37,74,100,4.78,IN,1689460361
407,serhiyivka,46.0272,30.3768,21.45,68,0,3.81,UA,1689460362
408,beau vallon,-20.4189,57.6953,23.13,88,40,3.09,MU,1689460362
409,norilsk,69.3535,88.2027,2.46,89,100,4.17,RU,1689460362
410,kununurra,-15.7667,128.7333,15.99,94,1,0.51,AU,1689460082
411,sungailiat,-1.85,106.1333,25.17,82,100,2.04,ID,1689460362
412,kannur,11.8675,75.3576,25.01,88,100,2.3,IN,1689460362
413,brinkmann,-30.8659,-62.0374,9.84,69,42,2.94,AR,1689460363
414,tofol,5.3248,163.0078,28.2,79,98,6.92,FM,1689460363
415,ozark,37.0209,-93.206,32.26,55,22,4.61,US,1689460231
416,parkes,-33.1333,148.1833,11.31,93,80,0.54,AU,1689460363
417,gibong,11.8634,122.0394,27.15,85,100,11.11,PH,1689460364
418,big bear city,34.2611,-116.845,34.91,16,0,6.69,US,1689460364
419,kayangel,8.0823,134.7173,27.48,83,100,7.37,PW,1689460365
420,west bay,19.3667,-81.4167,32.04,76,20,5.66,KY,1689460365
421,talara,-4.5772,-81.2719,25.42,73,40,5.14,PE,1689460365
422,mount pearl,47.5166,-52.7813,23.19,56,75,4.63,CA,1689460084
423,aswan,24.0934,32.907,34.61,15,0,2.06,EG,1689460284
424,arendal,58.4615,8.7725,14.89,94,100,2.91,NO,1689460366
425,ghat,24.9647,10.1728,30.2,10,0,3.02,LY,1689460366
426,guerrero negro,27.9769,-114.0611,24.24,59,14,7.91,MX,1689460218
427,brisas de zicatela,15.8369,-97.0419,32.29,62,20,4.12,MX,1689459909
428,fort st. john,56.2499,-120.8529,22.94,49,100,2.06,CA,1689460367
429,dhuburi,26.0333,89.9667,25.84,94,100,1.82,IN,1689460367
430,luau,-10.7073,22.2247,15.78,37,2,2.0,AO,1689460367
431,moses lake,47.1301,-119.2781,37.71,11,0,3.09,US,1689460368
432,kruisfontein,-34.0033,24.7314,11.6,90,81,2.47,ZA,1689460092
433,santa rosa de lima,13.6247,-87.8936,37.0,56,73,2.12,SV,1689460368
434,kavaratti,10.5669,72.642,27.81,80,100,6.8,IN,1689460368
435,el fasher,13.6279,25.3494,29.9,48,73,5.97,SD,1689460368
436,ceeldheer,3.8488,47.1806,24.53,83,22,7.53,SO,1689459928
437,yelizovo,53.1873,158.3805,15.08,93,75,2.0,RU,1689460369
438,juan griego,11.0817,-63.9655,26.83,84,77,6.71,VE,1689460369
439,rio grande,-32.035,-52.0986,11.06,80,60,2.64,BR,1689460369
440,itagiba,-14.2836,-39.8428,19.74,96,57,1.02,BR,1689460370
441,nema,57.5067,50.5011,12.83,87,98,2.43,RU,1689460113
442,kingston,17.997,-76.7936,32.36,76,20,10.29,JM,1689459868
443,bage,-31.3314,-54.1069,8.94,88,86,2.28,BR,1689460370
444,sao raimundo das mangabeiras,-7.0219,-45.4811,26.76,52,38,1.92,BR,1689460370
445,lusaka,-15.4067,28.2871,9.14,81,0,1.54,ZM,1689460291
446,dataganj,28.0333,79.4,27.23,83,22,1.66,IN,1689460371
447,sola,-13.8833,167.55,25.58,79,95,11.75,VU,1689460371
448,agadez,19.75,10.25,32.86,11,2,4.69,NE,1689460372
449,farsan,32.2569,50.561,16.02,24,0,2.28,IR,1689460372
450,tirebolu,41.0069,38.8139,21.94,81,1,3.73,TR,1689460372
451,el granada,37.5027,-122.4694,37.18,67,20,6.69,US,1689459963
452,palafrugell,41.9174,3.1631,25.42,49,0,2.24,ES,1689460373
453,fuling,29.7022,107.3919,21.96,90,16,1.29,CN,1689459831
454,vila franca do campo,37.7167,-25.4333,20.23,81,61,2.48,PT,1689459897
455,stephenville,32.2207,-98.2023,38.19,32,0,3.09,US,1689460373
456,piti village,13.4626,144.6933,30.17,82,20,5.66,GU,1689460048
457,mar del plata,-38.0023,-57.5575,9.41,68,20,7.6,AR,1689460096
458,maridi,4.9158,29.4742,19.14,94,11,1.45,SS,1689460374
459,hafar al-batin,28.4328,45.9708,34.32,14,0,4.12,SA,1689460100
460,tchollire,8.4022,14.1698,22.81,86,98,1.31,CM,1689460374
461,la passe,45.5549,-0.8967,18.88,65,3,5.31,FR,1689460099
462,balkanabat,39.5108,54.3671,28.2,47,59,3.66,TM,1689460374
463,ain taya,36.7933,3.2869,28.91,70,40,2.06,DZ,1689460374
464,pratt,37.6439,-98.7376,33.75,33,0,0.0,US,1689460375
465,puerto cabezas,14.0351,-83.3888,27.98,94,75,6.17,NI,1689460375
466,kiiminki,65.1314,25.7974,14.81,57,60,2.51,FI,1689460375
467,yaren,-0.5472,166.916,28.48,72,71,2.34,NR,1689460375
468,pandan,14.0453,124.1694,27.55,82,100,4.81,PH,1689460375
469,veraval,20.9,70.3667,27.45,83,96,7.15,IN,1689459870
470,krasnogorskoye,52.2953,86.1979,15.63,78,51,2.05,RU,1689460376
471,gangarampur,25.4,88.5167,26.01,89,93,4.84,IN,1689460376
472,port shepstone,-30.7414,30.455,17.38,49,4,4.59,ZA,1689460376
473,north bend,43.4065,-124.2243,29.02,77,100,11.32,US,1689459919
474,ostersund,63.1792,14.6357,15.9,33,100,6.26,SE,1689460377
475,bodaybo,57.8506,114.1933,13.21,80,52,0.51,RU,1689459901
476,malvan,16.0667,73.4667,26.5,86,99,5.63,IN,1689459899
477,ishioka,36.1833,140.2667,29.24,100,75,3.6,JP,1689460377
478,santiago,-33.4569,-70.6483,15.16,62,75,3.09,CL,1689460019
479,mont-dore,-22.2833,166.5833,22.22,99,87,6.76,NC,1689460205
480,hohoe,7.1518,0.4736,23.47,97,100,1.34,GH,1689460378
481,piquete,-22.6136,-45.1761,15.25,73,0,0.85,BR,1689460378
482,ploneour-lanvern,47.9,-4.2833,15.18,94,75,5.66,FR,1689460378
483,mbanza-ngungu,-5.25,14.8667,23.31,46,1,2.2,CD,1689460098
484,tazacorte,28.629,-17.9293,23.54,95,100,8.23,ES,1689459908
485,torbat-e jam,35.244,60.6225,25.68,20,0,4.72,IR,1689460378
486,coahuayana de hidalgo,18.7,-103.6583,31.59,69,89,2.75,MX,1689460378
487,conduaga,8.862,117.4893,26.75,87,100,5.68,PH,1689460379
488,san luis de la loma,17.2706,-100.8939,31.26,65,29,3.19,MX,1689460379
489,hargeysa,9.56,44.065,22.47,54,0,12.97,SO,1689459857
490,shindand,33.3029,62.1474,26.9,15,0,4.53,AF,1689460379
491,molchanovo,57.5817,83.7692,13.13,95,68,1.88,RU,1689460380
492,langepas,61.2544,75.2124,12.33,59,4,5.69,RU,1689460380
493,kovdor,67.5662,30.4758,12.46,86,56,2.51,RU,1689460380
494,akjoujt,19.6969,-14.4164,26.47,59,1,8.73,MR,1689460380
495,suntar,62.1444,117.6319,9.75,58,19,2.32,RU,1689459916
496,mildura,-34.2,142.15,6.76,71,0,3.75,AU,1689460381
497,sangmelima,2.9333,11.9833,20.54,96,81,1.07,CM,1689460381
498,manokwari,-0.8667,134.0833,25.54,79,100,2.36,ID,1689459953
499,mahina,-17.5065,-149.489,28.87,61,20,2.06,PF,1689460059
500,doume,4.2333,13.45,20.37,96,49,1.08,CM,1689460382
501,katsuren-haebaru,26.3369,127.8719,29.01,88,75,6.69,JP,1689460382
502,shimoda,34.6667,138.95,25.83,90,80,8.31,JP,1689459851
503,waddan,29.1614,16.139,26.61,33,0,2.55,LY,1689460382
504,gao,16.6362,1.637,29.16,55,83,5.25,ML,1689460382
505,mahibadhoo,3.7833,72.9667,28.21,75,36,3.51,MV,1689460383
506,villa bruzual,9.3328,-69.1208,25.57,90,53,0.82,VE,1689460383
507,les sables-d'olonne,46.6667,-1.8333,17.44,72,1,7.42,FR,1689460383
508,taltal,-25.4,-70.4833,16.39,79,64,2.26,CL,1689459920
509,longquan,24.6719,102.1613,17.75,91,100,1.34,CN,1689460383
510,mora,11.0461,14.1401,26.33,66,60,0.56,CM,1689460383
511,igarka,67.4667,86.5833,9.01,90,98,5.4,RU,1689459857
512,berdigestyakh,62.0989,126.6992,10.71,58,10,2.62,RU,1689460123
513,namibe,-15.1961,12.1522,19.78,50,0,1.75,AO,1689459858
514,aver-o-mar,41.4078,-8.7812,16.8,77,0,2.57,PT,1689460384
515,gulf shores,30.246,-87.7008,34.13,63,0,7.2,US,1689460384
516,solleftea,63.1667,17.2667,16.92,85,97,1.94,SE,1689460384
517,kota tinggi,1.7381,103.8999,29.0,93,100,1.34,MY,1689460385
518,kalmunai,7.4167,81.8167,26.82,81,97,2.86,LK,1689460385
519,chui,-33.6971,-53.4616,8.93,78,35,1.99,UY,1689460047
520,tralee,52.2704,-9.7026,12.95,91,99,7.6,IE,1689460385
521,tual,-5.6667,132.75,26.1,81,99,6.97,ID,1689460072
522,correntina,-13.3433,-44.6367,24.81,35,20,1.74,BR,1689460385
523,mugia,43.1041,-9.2179,16.06,74,11,4.34,ES,1689460106
524,kolonia,50.9333,6.95,22.2,69,0,5.66,DE,1689459823
525,lafayette,30.2335,-92.0668,35.55,60,0,4.63,US,1689460251
526,nehe,48.4833,124.8333,16.63,83,100,5.91,CN,1689460386
527,ciudad lazaro cardenas,17.9583,-102.2,31.84,63,96,4.15,MX,1689460120
528,bathsheba,13.2167,-59.5167,28.34,83,40,6.69,BB,1689459899
529,sorsk,54.0033,90.2467,14.95,93,100,2.54,RU,1689460386
530,dhidhdhoo,6.8833,73.1,28.22,77,96,6.01,MV,1689460386
531,santana,-0.0583,-51.1817,29.1,79,20,4.63,BR,1689460208
532,senador jose porfirio,-2.5908,-51.9542,26.69,71,60,0.63,BR,1689460387
533,saudarkrokur,65.7461,-19.6394,6.27,96,100,5.99,IS,1689460387
534,cumana,10.4635,-64.1775,26.48,87,52,6.85,VE,1689460387
535,nizhnedevitsk,51.5419,38.3657,13.6,89,38,4.43,RU,1689460388
536,toropets,56.4978,31.6353,13.12,77,38,2.3,RU,1689460388
537,maun,-19.9833,23.4167,12.21,46,0,2.95,BW,1689460388
538,caraballeda,10.6112,-66.8522,32.04,70,75,3.09,VE,1689460388
539,vadso,70.0744,29.7487,13.49,94,100,2.06,NO,1689460389
540,la'ie,21.6477,-157.9253,28.98,69,8,5.82,US,1689460094
541,tutoia,-2.7619,-42.2744,26.61,84,39,5.95,BR,1689460389
542,kongsberg,59.6652,9.6465,15.54,99,100,1.22,NO,1689460389
543,pingyin,36.2831,116.4453,24.81,55,0,2.48,CN,1689460389
544,arkhangel'sk,64.5401,40.5433,14.27,79,99,1.68,RU,1689460018
545,acarau,-2.8856,-40.12,26.26,82,5,8.51,BR,1689460390
546,dunedin,-45.8742,170.5036,9.65,73,90,5.22,NZ,1689460203
547,proletariy,58.4342,31.7046,13.78,79,49,2.36,RU,1689460390
548,lai chau,22.3997,103.4517,20.14,81,56,1.37,VN,1689460120
549,orsa,54.5153,30.4053,13.14,66,1,1.7,BY,1689460390
550,kinwat,19.6333,78.2,24.81,88,100,3.54,IN,1689460391
551,gorontalo,0.5412,123.0595,23.55,93,100,1.11,ID,1689460391
552,barra de santo antonio,-9.4047,-35.5072,25.6,85,4,3.61,BR,1689460391
553,larkird,35.4894,66.6641,18.28,38,9,0.74,AF,1689460391
554,weno,7.4515,151.8468,29.97,84,100,2.57,FM,1689459929
555,khanty-mansiysk,61.0042,69.0019,12.06,71,0,2.0,RU,1689460392
556,mabaruma,8.2,-59.7833,26.39,85,63,2.03,GY,1689460121
557,concordia,-31.393,-58.0209,11.55,84,97,1.79,AR,1689460202
558,luganville,-15.5333,167.1667,24.49,83,92,7.72,VU,1689460392
559,cristalina,-16.7686,-47.6136,19.82,49,73,1.42,BR,1689460200
560,gilgit,35.9221,74.3087,29.39,40,95,0.59,PK,1689460392
561,akobo,7.4344,3.9497,22.49,98,95,1.7,NG,1689460393
562,abra pampa,-22.7205,-65.697,7.6,9,70,2.52,AR,1689460393
563,roslavl',53.9528,32.8639,12.59,85,12,1.8,RU,1689460393
564,fallon,39.4735,-118.7774,42.73,17,0,2.06,US,1689460393
565,kapiri mposhi,-13.9652,28.6809,9.84,80,0,2.22,ZM,1689460394
566,ono-hara,34.2833,132.2667,25.66,93,94,1.79,JP,1689460394
567,dakhla,23.6848,-15.958,20.72,86,0,11.85,EH,1689459910
568,virginia beach,36.8529,-75.978,29.47,82,75,2.68,US,1689460171
569,santa cruz,-17.8,-63.1667,20.7,68,20,6.17,BO,1689459891
